"TSTEP","MONTH","YEAR","EUP_mir45","COP_mir45","MZP_mir45","PhL_mir45","PhS_mir45"
55,7,2010,-0.101915287151345,-0.354570567851031,-0.0732534536257446,-0.131715015051055,0.0640817565945759
56,8,2010,0.28201399408524,-0.257086026972248,0.0397325198764624,-0.135664955112023,0.18185579213939
57,9,2010,-0.0136761461075652,-0.443644573476668,0.0708919875525549,-0.292804683792191,0.0979862017024644
58,10,2010,0.257472288182824,-0.322208289212614,0.127161584886686,-0.0899642145248009,-0.00752215241883847
59,11,2010,-0.0375994427816171,-0.477961159843598,-0.0921191290398597,-0.0737688652112676,-0.0501535978845006
60,12,2010,-0.0799063579926367,-0.49478991510029,0.0302848019343656,0.0882846531616523,0.636664731069473
61,1,2011,1.9841481114773,0.870104100416802,1.20876301542504,-0.125258466086273,0.277123386923854
62,2,2011,0.672954188599117,-0.0291259089605307,-0.18978846659354,0.0198963015583367,-0.246140958896597
63,3,2011,-0.144170413437287,-0.0953744178541834,0.136923550322448,0.0546683185185344,-0.163378019274229
64,4,2011,0.158778411236681,0.0252226074415336,0.0205043749277014,-0.133534716324329,-0.154297261805985
65,5,2011,0.270467284951387,0.504506234615526,-0.194598492418753,-0.227278033435839,0.0288346056818471
66,6,2011,-0.167875400869776,-0.215852659417912,-0.157409107812185,0.0528890540420415,-0.0728079435796766
67,7,2011,0.0124015731152038,-0.264609313338864,-0.149640653370621,-0.0782823869333901,-0.00299264404223076
68,8,2011,-0.185387911757015,-0.510361931593162,0.0135936371407097,-0.0610222336501591,0.085393840388827
69,9,2011,-0.0664251474074864,-0.454369801065477,0.0113783010627742,-0.00136575094284885,0.531067099155643
70,10,2011,0.163989480329416,-0.329963795438982,-0.0653013063172723,-0.148748189459311,0.165136511016092
71,11,2011,-0.0910571822262115,-0.483754614765522,-0.299907201854946,-0.301273188984459,0.422238541138698
72,12,2011,0.436427064678384,-0.148546010354904,0.846096722136979,-0.113450733530862,1.35070729435479
73,1,2012,1.71528582105059,0.581730502903602,0.931806089220305,-0.115121887001417,0.395516497541261
74,2,2012,0.435516429891653,-0.0498306392368719,0.301942052333781,-0.0777215739481805,-0.0633694779406477
75,3,2012,-0.114752649332825,-0.0973048322553104,0.190302581576453,-0.15640689136298,-0.06111212172342
76,4,2012,0.47328491893879,0.28170679629106,0.148615091112174,-0.165952074255402,-0.0268745236364379
77,5,2012,-0.213848155546992,-0.12202291627606,0.0507509269398325,-0.181338666307652,0.278576449649454
78,6,2012,-0.0921886550288483,-0.0901282612621541,0.220385404214295,-0.239120112689433,0.10153205059985
79,7,2012,0.0577670893716382,-0.22053588049436,0.184842290440109,-0.0459144365945491,0.239534040610956
80,8,2012,-0.146848488268739,-0.506200837216118,0.111404025981286,0.139475568328703,0.39076857103511
81,9,2012,0.232227733949228,-0.272268936132896,0.0673289423817194,-0.164102371918516,0.5038752911261
82,10,2012,-0.152563175387683,-0.528132494869828,0.0152204267890315,-0.37439514043618,0.176770720603952
83,11,2012,-0.177855792526007,-0.554379962487905,0.14967772163701,-0.359058009551239,1.28372073422542
84,12,2012,0.809555009152074,0.0739184189533686,0.857820258891766,-0.180965792987144,-0.174006171329997
85,1,2013,-0.00568128246840294,-0.51302813948804,0.155658393019418,-0.151035417167393,-0.709872671490348
86,2,2013,-0.968700017371556,-1.17775702714394,-0.14767575204713,0.268766588495269,-0.299213998084779
87,3,2013,-0.389277240086218,-0.622686308744455,-0.185143147379252,0.255383710947569,-0.241579685866125
88,4,2013,-0.389091748486743,-0.431733616152239,0.281371041025394,0.0934175011301512,-0.209094968426847
89,5,2013,-0.170107135570732,-0.21633967405109,0.215645780334375,0.291617696721481,-0.404940472764167
90,6,2013,0.0169657245729686,-0.0629723837174759,-0.142548175342259,-0.195385463386855,-0.208204037677027
91,7,2013,-0.0808177581566176,-0.377900752656152,-0.122975164664963,0.0868472591292091,-0.218641943451993
92,8,2013,-0.252710950415502,-0.564184174519362,-0.0141666611681712,0.309787796863373,-0.464400321659949
93,9,2013,0.0264698551629632,-0.426549781622219,-0.0268858184051828,0.452961032867803,-0.70597225481512
94,10,2013,-0.165429328624564,-0.543914014951332,0.00125294402708942,0.697640699556795,-0.331519227681386
95,11,2013,-0.0787734562841039,-0.514947144271162,0.0159883627677146,0.787276441833433,0.159028714548149
96,12,2013,0.222620538780538,-0.389878643344616,-0.250883237402153,0.45292196107518,0.365677259701828
97,1,2014,-0.150179233460366,-0.591371312419176,0.348703591965518,-0.136355488952335,1.64254303999769
98,2,2014,2.00314227383698,0.897098478160719,0.830777444702624,-0.298882371509457,0.25155051341748
99,3,2014,0.376032254625264,0.669814724620698,0.546368047161651,-0.294561893657813,0.0698769154508863
100,4,2014,0.164524042680472,0.362281365202243,0.173789738136105,-0.320808138988105,0.170901036535704
101,5,2014,-0.318420350181428,-0.00373247061528559,-0.24629366685613,-0.423572296652028,0.18774488609458
102,6,2014,0.00364940199545916,0.0763019211583009,0.195393841389865,-0.0613712332663706,0.00251766920445062
103,7,2014,-0.08834914031834,-0.353019922627947,0.117908720253156,-0.0282449679596368,0.135651192643341
104,8,2014,0.223452727523538,-0.277520103277202,0.0482867116257044,-0.0659802949168944,0.0108757592468629
105,9,2014,-0.133570085827972,-0.511878777973894,0.0466192882648893,-0.0416646184900363,-0.0283859963880133
106,10,2014,-0.14416945556624,-0.512834986013748,0.14105099551613,0.158444472687735,0.101200268479066
107,11,2014,0.0806037591351172,-0.404484780117029,0.145276123934697,0.373987537611403,-0.572542957134645
108,12,2014,-0.658116631308848,-0.901893527352285,0.351686351749012,0.594199584221395,-1.85087337301626
109,1,2015,-0.361375224693277,-0.783015761511468,0.0508838308570163,0.210318991996242,-0.528462654518035
110,2,2015,-1.68603237452081,-1.4910004622867,-0.102523290150245,0.408302988402626,-0.19900884481076
111,3,2015,-0.559842176710155,-0.741953476528461,0.146591525458182,0.340585351617428,-0.183092301931094
112,4,2015,-0.653004464118334,-0.757233648695725,0.425966438326254,0.333213096470386,-0.246516230824737
113,5,2015,0.463764482029584,0.252259926159246,0.176575241879454,0.262807994832724,-0.432415670785454
114,6,2015,-0.0238976648928324,-0.179770575492598,0.0198293157570837,0.0457767396496387,-0.239660150255624
115,7,2015,-0.034743208247171,-0.330032208008613,-0.186252256377142,-0.00636010462434777,-0.282132521230488
116,8,2015,0.182251084885546,-0.288853826883094,-0.0520362399959099,0.162791373045403,-0.243182067600691
117,9,2015,-0.0604246565040796,-0.445951684210755,-0.0620430782290675,0.149486179567699,-0.0808210019301696
118,10,2015,-0.128213806804084,-0.497403255251126,-0.130176546083701,0.173124750120232,0.221682715956323
119,11,2015,0.395718863952959,-0.19197217616916,0.175262534476337,0.95955529382398,1.21115797718537
120,12,2015,0.0658200123823376,-0.318299878722954,0.392837771590148,0.444811630812923,2.11308909545234
121,1,2016,0.909695886208613,0.257985687090451,0.420089244605356,-0.173703443387502,2.70218009570501
122,2,2016,2.74462241676698,1.4772072406278,0.693285111987694,-0.358070966982836,0.357300357472934
123,3,2016,-0.0629365209600711,-0.0229873274955555,-0.182452329259858,-0.283283471275472,0.0599982796490524
124,4,2016,-0.342914348511837,-0.318389141496478,-0.478660729523745,-0.197429235044792,0.0179896783864046
125,5,2016,-0.0710114333212037,0.0244795677450271,-0.362123426673977,-0.247237290453187,-0.00886844981177015
126,6,2016,-0.109882614865348,-0.198124846580417,-0.204693788542573,0.203075159100573,-0.111431066440099
127,7,2016,0.130223589536377,-0.187978215740825,-0.0813360313892797,0.0352548819513006,0.0437131731474132
128,8,2016,-0.0967432274312414,-0.454575457848512,-0.004934377396274,-0.159458547651898,0.146091609335494
129,9,2016,-0.0499359114520561,-0.437879250152687,-0.042814631017049,-0.380469938443481,0.119127590985191
130,10,2016,0.194243050546749,-0.323139044218964,-0.00803768655590487,-0.518411030122882,0.101969879072597
131,11,2016,0.047080254444738,-0.406789066882376,0.177859410011056,-0.637032632880779,-0.201439971052948
132,12,2016,0.0355774524272361,-0.461814524368714,-0.0948778899485115,-0.462684855690319,0.444715205070849
133,1,2017,0.686871137801997,-0.0972444749885562,0.151869617726837,-0.362916329530673,1.80014629615653
134,2,2017,0.825522902203085,0.314520395270836,0.477003944170585,-0.445362568507779,0.484642448825058
135,3,2017,0.0140874549172381,0.112539429801645,0.140952208276313,-0.38236162560611,0.148909838189192
136,4,2017,0.543426163605801,0.569129558052515,0.256623523418141,-0.105474577372886,0.211244502166416
137,5,2017,-0.257418859624625,-0.109488914997616,0.188607161508551,-0.0244529863510049,0.337990988325202
138,6,2017,-0.193799382314301,-0.238666315804556,-0.0312596358600544,-0.206515026868849,0.0307037340521825
139,7,2017,0.0733519488109424,-0.223734720979617,0.15565975426401,0.0981417451351465,0.158894981509259
140,8,2017,-0.209169046088615,-0.533004513592205,0.047484621042748,0.0824635507981391,0.0295869049996311
141,9,2017,-0.247102368408158,-0.578362938343442,-0.0233764966923242,-0.227148331330771,-0.124898338796717
142,10,2017,0.0810763474695149,-0.396871998072073,0.0463433007202143,-0.316224463184805,0.118832112172511
143,11,2017,-0.186202338497123,-0.569176892626696,0.135175042210226,-0.425984721481821,0.235289846660784
144,12,2017,0.484182919748287,-0.148771050282972,0.875721424926257,-0.272209233018997,0.818972449439155
145,1,2018,0.404343631461402,-0.201388747349765,0.482528475763763,-0.311001658834272,0.3204782216129
146,2,2018,2.10934083077823,0.798918898121414,0.325685568634644,-0.373243405131753,-0.150705340230009
147,3,2018,-0.0867203848331416,-0.106248540339083,-0.241621836790602,-0.304112355431979,-0.185534763026093
148,4,2018,-0.0167124492170126,-0.106901557352654,-0.00981894547806172,0.124582526177086,-0.150468263347027
149,5,2018,-0.214750011637536,-0.219598606828224,0.779708832787553,0.840508836361829,-0.163010231746588
150,6,2018,0.0378875950762614,-0.016205917379663,0.785726769181283,0.263145974543044,-0.144272206036777
151,7,2018,0.080058780012416,-0.206302659456924,0.0448774581079092,-0.0605977989753993,-0.0173766450063966
152,8,2018,-0.207102028774881,-0.510130149513372,0.0304010881347658,-0.115901186212967,-0.20875752602263
153,9,2018,0.292069685892178,-0.241841141402521,0.0601462952131007,-0.268855960555115,-0.31092893105926
154,10,2018,-0.163651609122093,-0.526717261616845,0.0102397786311745,-0.36216489394465,-0.597603677418242
155,11,2018,-0.238176966971865,-0.588598636780557,0.0439012356867474,-0.494812546545566,-0.16175738334804
156,12,2018,0.395144265155989,-0.236122141733872,-0.239403727892961,-0.36912588709278,-1.197497106148
157,1,2019,0.248434835664457,-0.327505282531456,-0.0517345992233723,-0.300001429950154,-1.07652775301548
158,2,2019,-0.367799072239765,-0.884582314038292,-0.399406306665598,-0.217147163456929,-0.30969309590198
159,3,2019,-0.00823295761907805,-0.0415711029469985,-0.0386976053867749,0.487143265778875,-0.17606653191263
160,4,2019,0.223614935437007,-0.00746735279132804,0.544450059936396,0.127149582078892,-0.160485529207068
161,5,2019,-0.0207461311760717,-0.0603942279731733,0.0933974749117383,-0.0157490396251728,-0.0953425773292739
162,6,2019,0.0178882209899776,0.008111381242075,-0.166822796729744,-0.311510153548216,-0.0466075141065448
163,7,2019,-0.0988799910358051,-0.374668923841549,-0.141898800062192,-0.120831186885334,0.0189871137132225
164,8,2019,-0.187530223826404,-0.505237827772044,-0.0159857574355655,0.0108043936097757,-0.00789968554213105
165,9,2019,0.256367782497215,-0.268340309673035,-0.0834770308726307,-0.112762783998776,-0.252953114806089
166,10,2019,-0.126095525255585,-0.498844847605428,-0.105951430568301,-0.331710453399428,-0.124025171133749
167,11,2019,-0.112798611490255,-0.534254670734938,-0.330246502317953,-0.344516432073596,0.965120685751851
168,12,2019,0.520478032374322,-0.151778496047996,-0.182106578326776,-0.238195838312713,2.56203032811905
169,1,2020,0.571042484617495,0.229550620585805,0.911693064337926,-0.30233053061483,0.968410712880615
170,2,2020,2.77988354001256,1.17845738738842,0.263284659054402,-0.352389280418319,-0.016801355100055
171,3,2020,-0.138491013640105,-0.164955958605927,-0.480248236221743,0.0674093520980155,-0.107768784184586
172,4,2020,-0.361855954271526,-0.396860925462459,-0.0662213808209681,0.1190072620108,-0.0743558365223473
173,5,2020,0.378460280059518,0.342351080760565,0.014745365431843,-0.178999780759028,-0.0630937111988404
174,6,2020,-0.102274142382062,-0.200781527810604,-0.262458746947838,-0.346096518666567,-0.0277545180454205
175,7,2020,-0.0950283222287794,-0.356727949735824,-0.290602412274394,-0.175597250847036,0.0604366359671467
176,8,2020,0.15350431846777,-0.300549681512442,-0.0598727645391985,-0.208429541411563,-0.100454411754778
177,9,2020,-0.152238703861166,-0.48376014669573,-0.131289535070972,-0.432743611571505,-0.161855474395222
178,10,2020,-0.125524648787519,-0.49927863500613,-0.111077856534406,-0.626741538605083,0.0810809673408019
179,11,2020,0.356266681457822,-0.18437774386828,0.0938807758868627,-0.775516280771698,0.832260039128643
180,12,2020,0.264353313293578,-0.288941690097948,0.738850751324169,-0.616924731752611,0.912327853981524
181,1,2021,0.84985659882182,0.0297627930128872,0.355356591747043,-0.401897465407949,1.90262812101326
182,2,2021,2.37882065968396,1.5718907601711,1.20101606838651,-0.38735709244946,0.536297126131787
183,3,2021,0.275226202606017,0.439576242923859,0.872683594556884,-0.331081204624011,0.176365887441348
184,4,2021,-0.134933838288693,-0.0861034803871896,0.208867800827629,-0.296852416310861,0.284931380547235
185,5,2021,-0.26582188138063,0.135308136713812,-0.226099304581757,-0.639277870853539,0.761408303702787
186,6,2021,-0.292220762892993,-0.322991919071958,-0.461673418947928,-0.511437793950108,0.12865721180358
187,7,2021,-0.0862275634105568,-0.340779416359558,0.0274272254771448,-0.0737885901571863,0.347022857136661
188,8,2021,0.252404937579296,-0.290983645372174,0.122864249790251,0.0177400431678929,0.232316016749849
189,9,2021,-0.318784019216112,-0.631079858221626,0.092977708143515,-0.15828733059608,-0.239854241041423
190,10,2021,-0.0161987668811152,-0.449182839949714,0.0980295340679338,-0.106955538931249,-0.579317121551226
191,11,2021,-0.19162477110387,-0.562827505481335,-0.179976634739863,-0.148097546526457,-0.823289237554004
192,12,2021,-0.126601684842605,-0.566250741771717,0.0908188534250558,0.0995757475832233,0.0351379196200534
193,1,2022,1.24870865448799,0.275015785461035,0.819352068302467,-0.0881784557233949,-0.218079579795907
194,2,2022,-0.427007504977128,-0.65842237039894,-0.279510504858358,-0.0331869548752062,-0.285297286788734
195,3,2022,-0.470771247780329,-0.605047822405689,-0.26425128032959,0.246556064946584,-0.21828093553917
196,4,2022,-0.545188131898877,-0.589448322020918,0.304781861729427,0.114431365354467,-0.230621610690439
197,5,2022,-0.0504196801977065,-0.0360364677651317,0.0860150247219862,-0.2934475579886,-0.188692863559676
198,6,2022,-0.209726079048495,-0.289875177109899,-0.178314086660629,-0.350684287346349,-0.0398861152526461
199,7,2022,0.00547973732196905,-0.273299236146687,-0.0890539506618698,-0.106200996490881,-0.0383587769600561
200,8,2022,-0.314927316166846,-0.58139412712839,0.0402807711504327,-0.0294056913484364,-0.170349028729525
201,9,2022,-0.36124393004666,-0.651610714116963,0.0115799051920231,-0.0282965059417137,-0.671023638179652
202,10,2022,-0.123455045011359,-0.525613122917925,0.0697822581444283,0.228590891256544,-0.557609477380756
203,11,2022,-0.129137777234374,-0.566128705637092,0.324951452916079,0.500573152852876,-1.21982645575889
204,12,2022,0.181247645604314,-0.48888098770826,1.13516804872722,1.27191238511426,-2.86918755980785
205,1,2023,-0.517133420804278,-0.823141983544271,-0.778514157373876,0.493310842007793,-1.96904781708131
206,2,2023,-2.3236346905849,-1.7168010119632,-0.495578546539971,0.786802147489792,-0.291140797067006
207,3,2023,-0.388035946507418,-0.463806103794298,0.228205605178982,0.0883857540094528,-0.141497318582569
208,4,2023,0.217396311442655,0.110036393677396,0.626129686586355,0.137984026027458,-0.163493069334768
209,5,2023,-0.103007305741358,-0.0589737977006717,0.458026143720184,0.297112172499792,-0.106359332406435
210,6,2023,-0.145858762021859,-0.179337891937134,0.325781607705768,-0.259366589386238,-0.0349485582101908
211,7,2023,0.0388579724907014,-0.258813544184123,0.290893208589493,-0.00890439711902391,-0.0417253591387245
212,8,2023,-0.360614550136133,-0.639025012328178,0.0525529179578215,-0.00528891144268351,-0.570492399472438
213,9,2023,-0.417481915308581,-0.702892463128443,0.171688037235909,0.0310259546013569,-1.03687720332393
214,10,2023,-0.331476918029833,-0.641055796043617,-0.050531888319966,0.783074683298515,-2.01970006229562
215,11,2023,-0.369926365887555,-0.692756874420014,-0.34084227899461,1.11641251111523,-2.22400785308832
216,12,2023,0.452108011069071,-0.247039499390012,-0.453364085925711,0.876040969044381,-3.68861011015174
217,1,2024,-0.710517110508324,-0.961213496689346,-0.819463937268823,0.352318355506395,-1.93224906513296
218,2,2024,-1.80395940608336,-1.46565293678559,-0.611086866106042,0.79395214259208,-0.332393742300208
219,3,2024,-0.373392187047446,-0.497412394835477,-0.216925894503838,0.313746955374982,-0.217905683574131
220,4,2024,-0.363258418618358,-0.356898241117946,0.72212621492701,0.0618598847240441,-0.250589501275021
221,5,2024,0.10040204454698,0.0576783992252037,0.620979148901073,0.472407147415225,-0.389065814159222
222,6,2024,0.220268036767887,0.172424237286465,0.729343590046762,0.0781213596810058,-0.185657770535829
223,7,2024,-0.0627372023333527,-0.392814820302572,0.174634026832755,0.244820221257126,-0.308753433236758
224,8,2024,-0.277021396129392,-0.626803514845839,0.0691509232307854,0.564847797093336,-0.695680151218509
225,9,2024,-0.279455085001006,-0.613394002542097,0.0870626086369872,0.961810715338657,-1.13470197895164
226,10,2024,-0.383013210045566,-0.664386660997752,0.0193264058067868,2.36060687544301,-1.79008844812013
227,11,2024,-0.231889942823762,-0.610488140233577,-0.211673234956596,2.01551367776802,-1.4030093900465
228,12,2024,0.771385152306888,-0.0744352908578324,-0.194488596594505,1.90796048976404,-1.73962169481086
229,1,2025,-0.214634945172892,-0.602980949161193,-0.315031565713542,0.671547339194862,-1.61968282169791
230,2,2025,-2.45937387865787,-1.87239592883568,-0.69724592709422,0.685758899472583,-0.38849789639765
231,3,2025,-0.840016181289213,-1.14441022343871,-0.609521433028594,0.699754329571512,-0.282304335548798
232,4,2025,-0.718787041349272,-0.7417868179387,0.621234695872587,0.776113848599469,-0.338650273972165
233,5,2025,0.0442864329340804,-0.163377991757375,0.61520210508507,0.936728665952172,-0.596360987626541
234,6,2025,0.300826884699065,0.23581029684453,0.25286744490183,0.298065795483095,-0.318285234041673
235,7,2025,-0.0660203636248033,-0.378990983751756,0.00328572110750702,0.246021040782273,-0.465859618364792
236,8,2025,0.123079384467089,-0.40815653621639,0.0205893067806899,0.563005841646822,-0.877277974850738
237,9,2025,-0.199539545942384,-0.602433378687499,0.0857425152246869,2.05538255672979,-1.31286927461576
238,10,2025,-0.343900135160111,-0.658162364943881,0.0686511955215212,2.04949405737128,-1.71667584707621
239,11,2025,-0.039759348266442,-0.515080308840317,-0.10457086013876,1.21618208593361,-2.23949796910714
240,12,2025,-0.502102625120143,-0.865138266892418,-1.15544356556307,0.886925805847806,-2.70496477453258
241,1,2026,-0.538489825942815,-0.837895420402893,-0.488482383294322,0.153279798032468,-0.489616326616977
242,2,2026,0.307961732084462,-0.387032194541816,0.0307840981398959,0.307815150401933,0.0141919827557364
243,3,2026,0.343597972902192,0.292721749560327,0.0536944551250116,0.263009625788741,-0.0595359843422053
244,4,2026,0.0310934245125083,-0.075754041286645,0.254995719908352,0.0795966581929117,-0.0723685305909156
245,5,2026,0.263841664311166,0.387504309211725,0.242220471563477,-0.177209564677746,0.00795746777027384
246,6,2026,-0.233567885993248,-0.316459753891555,-0.147242243639121,-0.426489622897212,-0.037202237088501
247,7,2026,-0.11011341328626,-0.365316501691643,0.0550870178363054,-0.124543089086533,0.0308692784509885
248,8,2026,0.11168839989829,-0.347589667156639,0.0169360966824099,-0.0925398145508445,-0.132240948988993
249,9,2026,-0.171456331505908,-0.543836603479313,0.0506300227845051,-0.203135867973544,-0.478087645278822
250,10,2026,-0.202221885113365,-0.561102642559884,0.121245618090243,-0.0482051578225374,-1.12091399148518
251,11,2026,0.0434037923596089,-0.475229582758406,-0.26073613932522,0.0368774604484998,-1.12962920983538
252,12,2026,-0.297727114914569,-0.730893157555787,-0.477029708410621,0.107981867461785,-0.189702066033535
253,1,2027,0.915132287652201,-0.00698583021224986,0.249208079089483,-0.137800314079949,0.758637278571475
254,2,2027,0.587196951667019,0.182842025104438,0.405695698141839,-0.0251438883157981,0.00375728814758158
255,3,2027,-0.105985095675428,-0.0974296852418094,0.514229714318761,-0.088736927485876,-0.098120578594975
256,4,2027,-0.0408344145020978,-0.162920074054005,0.342039260027618,-0.174288694564956,-0.174507292912846
257,5,2027,0.00371416318940998,0.141197952010123,-0.0708387347948047,-0.416477879826537,-0.189449416780011
258,6,2027,-0.278041738804368,-0.388364915736698,-0.424889471226076,-0.475151976997701,-0.101324073732578
259,7,2027,-0.124588657466151,-0.391122869105175,-0.050033460170003,-0.00388190646674125,0.0162936575384891
260,8,2027,-0.173304830263138,-0.524327904814733,-0.0043941948492624,0.206148155532434,-0.302359147476415
261,9,2027,-0.808024210017655,-0.889578744929101,-0.0495348236600903,0.361060172934461,-0.620497044971823
262,10,2027,-0.300782479885998,-0.584352017548523,0.131852843261479,1.76269100982745,-1.15817625078419
263,11,2027,-0.246961678648485,-0.587145145547644,-0.0539277429762479,2.5432680191371,-2.315321961901
264,12,2027,-0.1363004433417,-0.6426327922162,-0.79112326522756,1.67015971702051,-2.25070614028464
265,1,2028,0.54307982916397,-0.184555155461716,-0.281186149825702,0.212801646109644,-1.56859067394701
266,2,2028,-1.41189557832662,-1.43064394821605,-0.69480718158513,0.362098637453426,-0.381393620453137
267,3,2028,-0.393933982327823,-0.665009122871814,-0.311254075364151,0.676573688476106,-0.252002147948606
268,4,2028,0.383288032151405,0.0249997527275663,0.858717825935812,0.362600476795688,-0.223070228567348
269,5,2028,0.110068279255993,-0.0380925954396156,0.69117621876259,0.610401650978597,-0.178256173770208
270,6,2028,0.0263938583695962,-0.0629453354634291,0.595969034738019,0.215188029166515,-0.172016466300876
271,7,2028,0.0692830289013557,-0.257322753261082,-0.00706846503984193,0.0423963890057992,-0.323857714310978
