"TSTEP","MONTH","YEAR","EUP_mir85","COP_mir85","MZP_mir85","PhL_mir85","PhS_mir85"
1,1,2006,-2.68116771925585,-2.101935615056,-2.18159981869815,1.25471057770104,-2.38470538318157
2,2,2006,-4.58077553771485,-3.15165267306544,-1.36616206312847,0.894182047409017,-0.391063146643785
3,3,2006,-1.05591390578413,-1.29135636595609,-1.14690585210083,0.492905052369973,-0.268222286533407
4,4,2006,-0.472147663168837,-0.43721345931723,0.267521620273292,0.376933907739078,-0.378247057105511
5,5,2006,0.400314407540525,0.164328314824277,0.153251019516956,0.4181140670207,-0.61584913363878
6,6,2006,0.184733707995803,0.0398215463625473,0.324740224003714,0.0951542733127926,-0.293047546278258
7,7,2006,0.285442180923289,-0.105950720618568,-0.0194961747094085,0.274034418654227,-0.341106098777618
8,8,2006,0.0803932180508002,-0.418597103316477,0.0451991397645413,0.941836609871673,-0.476744785145857
9,9,2006,0.00850766995545982,-0.467111580666371,0.0508075944781221,0.622410046724231,-0.628512108164646
10,10,2006,0.307118481552561,-0.306004471954356,0.235636054297549,1.22314674629394,-0.536386628586791
11,11,2006,0.146216560429536,-0.44600031649348,-0.126046144443585,1.29725766037298,-0.555495916767967
12,12,2006,1.11221035357254,0.0507401497160764,0.13567322503842,0.561892737167933,-0.808166573409392
13,1,2007,0.631911974172927,-0.153311233949982,0.570293885945367,0.085838236039222,-0.780296215698707
14,2,2007,-1.11616222846804,-1.30413938697364,-0.183901331906513,0.163257768677422,-0.339700909484856
15,3,2007,-0.858832307809292,-1.1173107165837,-0.689923536406089,0.195960080021209,-0.264848459735086
16,4,2007,-0.652865915684894,-0.726630148172029,0.194527513403495,0.2314120511826,-0.375447310723078
17,5,2007,-0.087752338051083,-0.332380655058718,0.0676955814151901,0.309424968212781,-0.600084596872044
18,6,2007,0.0823638056464253,-0.0372374221055491,0.215030790578349,0.238285146538691,-0.282765021159843
19,7,2007,0.315694910102634,-0.109224784355811,0.0950897504731749,0.357425015640316,-0.387797391528857
20,8,2007,-0.0839054660504946,-0.518915086816084,-0.0186984098935747,0.618433593323398,-0.513807600407645
21,9,2007,0.191894144106499,-0.353656084330041,-0.043734152719471,0.42801434429127,-0.613737332356424
22,10,2007,-0.184700774200909,-0.550293662090914,0.0416186216650098,0.290804437080505,-0.612980038047976
23,11,2007,-0.265985908548526,-0.635380380506303,-0.211068606194332,0.881387525139394,-0.877713417843951
24,12,2007,0.134524228032602,-0.526289556610994,-0.570880946770216,0.868516350331656,-1.03301146287158
25,1,2008,-0.527726127673466,-0.788165111273613,-0.139598104944424,0.227637926157678,-0.381081866627038
26,2,2008,-0.706060804948978,-0.934529734346506,-0.110813958678713,0.365973699886334,-0.131976745079873
27,3,2008,0.0414093872560988,-0.113178697344114,-0.194279162432794,0.117490738298654,-0.124208938516799
28,4,2008,0.000151124463193097,-0.224636131154741,-0.44487033721921,-0.03417175412018,-0.11026839286501
29,5,2008,-0.200854314485893,-0.240752747126313,-0.284085414429358,-0.120275256624557,-0.179577999761215
30,6,2008,0.0703374803093741,0.0334138048282857,-0.318568640357336,-0.124195953073751,-0.130358851928918
31,7,2008,-0.106043818905047,-0.386961845321256,-0.257748064027003,0.0250318746623015,-0.0929140211229672
32,8,2008,0.30323226568457,-0.246642460546092,-0.00080429728191056,0.210853750454912,-0.189764496330279
33,9,2008,-0.111274109080523,-0.49043086501817,-0.0588395480685846,-0.0533607103822356,-0.166464145284825
34,10,2008,-0.084690196721711,-0.501961401753347,-0.0300428017316451,-0.0914399987270449,-0.189910854921375
35,11,2008,0.0643781718562748,-0.428985380742442,-0.209949706293227,-0.117964000639442,-0.546486632245438
36,12,2008,-0.354071744165858,-0.702788213111155,0.012043431446136,-0.00700390405250362,-0.723019621484128
37,1,2009,-0.0812235017966083,-0.601093679682157,0.0613405251770398,-0.13166490252235,-0.0861755568186189
38,2,2009,-0.69638364499531,-0.84166535458752,0.0191487298366528,-0.0858532615830527,-0.102354399990549
39,3,2009,0.128438727639873,0.0743749867657442,0.291833069412377,-0.17942349441491,-0.142865592674622
40,4,2009,-0.397822803247113,-0.398725091395455,-0.326431641148973,-0.130962654248374,-0.101354752272838
41,5,2009,0.21998813831567,0.310728417575821,-0.121834273759447,0.0210031064257992,-0.0523399588142692
42,6,2009,-0.070581504108737,-0.174480229914071,-0.078379185529277,0.185362889002481,-0.134860827503819
43,7,2009,-0.0298558106602749,-0.336909880014765,0.0984732839421349,0.33491255983696,-0.143495009999311
44,8,2009,0.202059354280674,-0.299260792813637,-0.0735419027198969,-0.138173353999859,-0.164372222609995
45,9,2009,-0.0979233307068934,-0.465016871647261,-0.101454572060521,-0.288236004398583,0.143967407848786
46,10,2009,-0.0316491469506809,-0.454065465368376,0.0993248280924752,-0.29309431205275,0.541482807475682
47,11,2009,0.393000139583006,-0.197716692384383,0.401536803446574,-0.365477789391842,0.420487261566929
48,12,2009,0.036839973187315,-0.428155859940316,0.00764756062034988,-0.244109067670698,-0.773537823046497
49,1,2010,0.770392566828679,0.0560267576994962,0.142989359392383,-0.32550389080568,-0.0399972382245567
50,2,2010,1.17583069313651,0.46088483471352,0.313948193068999,-0.365284177085213,0.0972060964075665
51,3,2010,-0.05320875639875,0.00917976842650581,0.0647699078600676,-0.35333310362101,-0.0214108978320975
52,4,2010,-0.0828120560127541,0.0126371707546018,-0.140702650211612,-0.174955745918534,-0.0490553730158445
53,5,2010,0.170684372099086,0.246680283535446,-0.18223316636302,0.116413073464378,-0.112059077793815
54,6,2010,0.0135638001233094,-0.0959543555347395,-0.0825213462946764,0.0869780156875994,-0.0916574661531228
55,7,2010,0.0236129583610925,-0.281985842093376,0.00159026818225483,0.604784619538501,0.0149193204810736
56,8,2010,0.385886592412186,-0.199322086943536,-0.0499141570100076,-0.0177421630746393,0.116805690162064
57,9,2010,-0.0937626134812439,-0.465723429268089,-0.0903756791662285,-0.274447456070882,0.153893288097211
58,10,2010,0.0997155992004271,-0.336566323206001,-0.138504444754735,-0.295192293388271,0.41136753281541
59,11,2010,0.0424083503244748,-0.363486984491182,0.0985665123770645,-0.39832880432965,0.0216575814891806
60,12,2010,-0.104673564546849,-0.460424964207931,-0.271881415735637,-0.192138879772597,0.749922345035825
61,1,2011,1.54527367238802,0.655843653666996,0.716052055399644,-0.220596029158797,2.10596944453117
62,2,2011,2.42308465010491,1.23948819570998,0.461003140843673,-0.274937011060823,0.254487366361786
63,3,2011,0.0719023661087901,0.364466928139316,0.158457560058319,-0.172743291952203,0.0226244434576239
64,4,2011,0.200582510594771,0.166103170840381,-0.413203908778143,-0.258254927701151,-0.0371887690288041
65,5,2011,-0.0804574702965296,0.197512242292837,-0.531660787715233,-0.416264276337328,-0.00484678165401498
66,6,2011,-0.217500841881108,-0.269154316250429,-0.474606844131248,-0.0964993949857789,0.00566321329703978
67,7,2011,0.15858406226706,-0.157539709464919,-0.318397893383088,0.038653567116121,0.179619113450174
