"TSTEP","MONTH","YEAR","EUP_ces85","COP_ces85","MZP_ces85","PhL_ces85","PhS_ces85"
41,5,2009,-0.239340660924626,-0.249357389358661,-0.515837451825236,-0.176688612770572,-0.348725873189443
42,6,2009,0.17378107189927,-0.0113536397491141,-0.306977433268799,0.307005904971126,-0.137432034958424
43,7,2009,0.337635461577966,-0.0880215070867689,0.179201654536714,0.737697502330257,0.00645362930827553
44,8,2009,0.574211465563982,-0.0982884609908615,-0.0255777267174605,0.251635769226901,0.0497956661564567
45,9,2009,0.291884662535655,-0.270610007604243,-0.0529122428238197,0.0988270149263095,0.285261779302393
46,10,2009,0.226512744463729,-0.310814996275251,0.0549232542438816,0.0264923607342149,0.392096318231931
47,11,2009,0.332374157877806,-0.223116741997258,0.185508438089581,-0.0307435705606569,0.605081670131407
48,12,2009,0.697225405926338,0.0667788049506572,0.538414165687673,-0.352450509850275,1.11860833767481
49,1,2010,2.17195148499593,0.997084594005141,1.23716910004174,-0.533685385967949,1.62562911312871
50,2,2010,1.65178680220753,0.587462181828328,0.63181811115977,0.0227802836003608,-0.07003566002575
51,3,2010,-0.180582350522417,-0.203760326054134,0.324932987823211,-0.0818147964393865,-0.15352428067708
52,4,2010,-0.43288589350946,-0.463805310359275,0.123265772077213,-0.0428102243607466,-0.184266468699798
53,5,2010,0.207364066003034,0.363055705240876,0.187947445949044,-0.207615509759855,-0.262228476579371
54,6,2010,-0.285534446177343,-0.353539898482233,0.025544886329794,-0.219971747998332,-0.132985925818319
55,7,2010,-0.092687138536708,-0.34414788403893,0.0145675531090885,-0.0161034642064782,-0.197139271916941
56,8,2010,0.00610365353823372,-0.413974305779961,-0.0690653473178907,0.370907281791971,-0.251536825821709
57,9,2010,-0.236590235624788,-0.545320461090631,-0.0010532539886482,0.167864435764196,-0.357320335924185
58,10,2010,-0.234593022690312,-0.563538470410144,-0.107625480886677,-0.341869849598624,-0.518928364173311
59,11,2010,-0.29960014563897,-0.629951922223777,-0.310083545064145,-0.80072132669721,-0.578598510846504
60,12,2010,-0.494004812281599,-0.748770573467178,-0.465942363636713,0.230716001570518,-0.55571659899073
61,1,2011,-0.239184856809471,-0.622348269546779,-0.445451865017425,0.527183301994821,-0.765773241093162
62,2,2011,-2.07460866109223,-1.63299855863885,-0.594427842162894,0.347014265885603,-0.192094751378909
63,3,2011,-0.447481416494738,-0.574084087391887,-0.190995585497559,0.263801939894451,-0.150770769307338
64,4,2011,-0.274135756280361,-0.334411729779933,-0.13348273824484,-0.291839096261913,-0.21132220985989
65,5,2011,0.343776982614146,0.383267002692673,-0.140797498144659,-0.101269142612035,-0.268781710323738
66,6,2011,-0.12910691230109,-0.191983054789542,0.0138703115108239,-0.160053581364274,-0.142648567630408
67,7,2011,0.0589111122393324,-0.25954525192902,0.0180866438156255,0.082671768363954,-0.21017266368162
68,8,2011,-0.158374637812714,-0.528103021058019,-0.00998123455181621,0.21391132554663,-0.426851399440331
69,9,2011,-0.213541797871039,-0.557602576413264,0.0180503404520838,-0.172624804031164,-0.309775438959873
70,10,2011,-0.163413603739697,-0.547616334797005,-0.142359315391803,-0.405179221617795,-0.434623144664969
71,11,2011,-0.180885376690195,-0.567853598822554,-0.18233419240003,-0.435036863271488,-0.358318670707354
72,12,2011,-0.305619036043074,-0.660458777247566,-0.304292404526169,-0.149617123454673,-0.384577461582199
73,1,2012,-0.566932166512361,-0.794524760579801,-0.389284562406313,0.559996341683109,-0.532648227529515
74,2,2012,1.89727199488195,1.05831801649735,0.827767655476645,-0.0539911757174719,0.581189158505541
75,3,2012,0.335421327256779,0.616953114771192,0.057735138154499,-0.523668972576277,0.198706644516743
76,4,2012,0.531932634466989,0.523270061606499,-0.712141029718264,-0.46948362311103,0.221438140181927
77,5,2012,-0.325503624461481,-0.281160371522331,-0.443316401368112,-0.440405280158586,0.850827245286524
78,6,2012,-0.155478747335615,-0.172379720872617,-0.478572132665618,-0.00177709363842671,0.279701392904425
79,7,2012,0.168684633793769,-0.131222750124305,-0.0815334011270306,0.211621328287357,0.46058600539272
80,8,2012,0.0742813075592281,-0.349202005258981,0.0325190192245761,0.212952951951094,0.526760299565841
81,9,2012,0.46555835038345,-0.153259726692688,-0.000531680998571149,-0.260953378151162,0.567605234849909
82,10,2012,0.102984907395817,-0.370975693372312,-0.0285278119503974,-0.300654966022514,0.72690226080421
83,11,2012,0.140757544556678,-0.366860208572745,0.135068316214022,0.683494655382104,1.07558563286254
84,12,2012,1.21371487728851,0.168554059638205,0.699925193633272,0.885208895052718,2.25437847593494
85,1,2013,1.35216038039308,0.3144001411857,1.13828296141858,-0.43209440515903,2.31610669926936
