"TSTEP","MONTH","YEAR","EUP_gfd85","COP_gfd85","MZP_gfd85","PhL_gfd85","PhS_gfd85"
1,1,2006,-2.04754967808759,-1.69643421970766,-1.68426581053942,1.24784061320817,-2.15572264646287
2,2,2006,-3.13685175086176,-2.21117680568846,-0.952178559871096,1.04774957529944,-0.211858027643336
3,3,2006,-0.536790320476831,-0.624248901764162,-0.630061975686878,0.371266646400057,-0.118765217027238
4,4,2006,-0.192211869314014,-0.101028662623836,-0.271318808947862,-0.132121498748045,-0.150592358675372
5,5,2006,0.0158472057721424,0.0994731350926001,-0.168328070655045,-0.166471057300333,-0.239729333045482
6,6,2006,0.00793654941489175,-0.0702741758157105,-0.0516919319711205,0.0679269996271603,-0.115707613502586
7,7,2006,0.241106691271912,-0.125384136358473,0.0995147822080047,0.280372816249375,-0.11248419392612
8,8,2006,-0.0272798132743463,-0.464352340126133,-0.0331175775979125,-0.0469155734935629,-0.415849699504763
9,9,2006,-0.113678990309741,-0.493823843910222,-0.0473361625183892,-0.191641304148315,-0.427415982727255
10,10,2006,0.0864194589314908,-0.36528173695943,-0.0538055141123115,-0.237466851611493,-0.472010502212154
11,11,2006,-0.0840468913575125,-0.494394059111486,-0.313474852841977,-0.323655053700627,-0.0356717839111195
12,12,2006,0.538539265407405,-0.153746713574866,0.0130080718866601,-0.27792892930946,0.852643520740284
13,1,2007,0.744343168994168,-0.0663080159025722,0.982153560049721,-0.385974737150927,2.97032870663326
14,2,2007,3.69285694029282,2.13182191005689,1.26851939332881,-0.28676008569754,0.837786681703402
15,3,2007,0.801363953662429,1.25356028524309,1.18087477480094,-0.333370013016121,0.385979572462404
16,4,2007,0.824137822956706,0.932475743038558,0.391202028509994,-0.211049595276433,0.496992372193252
17,5,2007,-0.0117341113985138,0.100210550277244,-0.0675610906479051,-0.367563489942206,0.835436115140397
18,6,2007,-0.155991015230319,-0.155358729082715,-0.202513679095434,-0.278315747276306,0.242771611578159
19,7,2007,-0.0854035426895483,-0.270693200177296,-0.166124072755027,-0.0271701031704926,0.512915868359673
20,8,2007,-0.211212656967221,-0.522713671128707,-0.0365977026490153,-0.124713334142519,0.450744008396641
21,9,2007,0.206075397336703,-0.26861732230153,-0.0424186544214478,-0.222391467653656,0.605410518242781
22,10,2007,-0.169925393817879,-0.52387594207035,-0.0396693465421852,-0.316109686329804,0.791446062873607
23,11,2007,-0.19784853320945,-0.564064945249193,0.0488809752780628,-0.586163445837057,0.795331222224105
24,12,2007,0.793675786856333,-0.00324667858689376,0.59941392017151,-0.410053665205098,1.06697298108177
25,1,2008,0.648261239416268,-0.120331461831575,0.755946909095021,-0.33259488444228,0.813983408060534
26,2,2008,1.66508101035537,0.617418347473168,0.682148185296334,-0.208240804291336,0.105482042407993
27,3,2008,-0.0418386584302364,-0.0563809734206271,-0.123543446019602,-0.458922614366228,-0.125605521469513
28,4,2008,-0.465117848014961,-0.456903459994529,-0.446616230633113,-0.340003928659093,-0.171392586857803
29,5,2008,-0.483550482236249,-0.449245649230473,-0.455984903155201,-0.410752675084124,-0.38565985395065
30,6,2008,-0.191731371502168,-0.256918905228714,-0.464496670079807,-0.223553220365261,-0.267659548515627
31,7,2008,-0.0281774146590855,-0.358634052685215,-0.145706103800024,0.168224543010816,-0.226025753153866
32,8,2008,0.264654682144372,-0.264977750312876,-0.0509858506737526,0.122129072042958,0.0166941179222686
33,9,2008,-0.146878653320341,-0.515160797668085,-0.0582289796654528,-0.146697822848339,0.291680205334634
34,10,2008,-0.211720104854722,-0.540732660310406,-0.113103567647193,-0.239527698297671,0.578798560779807
35,11,2008,0.0855420197284522,-0.367487646160752,-0.160703284420271,-0.31560452222533,0.65727282702917
36,12,2008,-0.131200645557622,-0.529935682105282,0.491159912062987,-0.162393720628409,0.892086393108567
37,1,2009,0.579163545663004,0.0646699888319264,1.1681652949749,-0.24545238231782,1.83680585081601
38,2,2009,1.12610399933635,0.19462541339051,0.279112131827822,-0.36506537328137,-0.118962256367188
39,3,2009,-0.382351696540695,-0.501560547885347,-0.330269511101013,-0.370892435485199,-0.123794727009148
40,4,2009,-0.555520054737947,-0.543214596370575,-0.501774867304435,-0.424380981127594,-0.175950420094403
41,5,2009,-0.464974412297272,-0.424770171754263,-0.489980804045669,-0.490180520366574,-0.403270459236511
42,6,2009,-0.311706298041958,-0.376471660561942,-0.420859635687334,-0.157864223951602,-0.252345244637783
43,7,2009,-0.064240852492277,-0.37866020630757,-0.185431878357812,0.315039207025639,-0.269411575290026
44,8,2009,0.415401719407279,-0.211290512196292,-0.0382716243850418,0.338569722076262,-0.356307601529791
45,9,2009,-0.011899059077765,-0.481027399036035,-0.0827862341470127,-0.154655572049189,-0.498571153013621
46,10,2009,-0.116847805920148,-0.491095224581009,-0.0810566008090917,-0.183179587784717,0.0756344257502923
47,11,2009,0.290532826622381,-0.22631026928848,0.0410215449184288,-0.138980983107483,0.830419047581413
48,12,2009,0.2439910489316,-0.303276804132997,0.478625889055479,0.00988912045783885,1.12098811615972
49,1,2010,1.494498192711,0.609425274978277,0.850935163463798,-0.113556552722312,2.09976937032168
50,2,2010,1.04677592985476,0.399350385236335,0.223819465463758,-0.110778003335868,-0.0177773814257703
51,3,2010,-0.319126635367157,-0.414842928358121,-0.276549671684663,-0.111825318044761,-0.120332150188709
52,4,2010,-0.37921617324411,-0.377306926610439,-0.175202961927871,-0.0284238787839779,-0.124405395646925
53,5,2010,-0.0351918511522359,0.0355107283105758,-0.112647370482083,-0.195089556044178,-0.193052065906537
54,6,2010,-0.157233984282907,-0.225344416943381,-0.287151300333507,-0.235494683968777,-0.160943180532572
55,7,2010,-0.0557988996579889,-0.333085024257033,-0.161529466348373,-0.0105284482979499,-0.220964761899613
56,8,2010,0.249188490645522,-0.250191094703334,0.00943511021570576,0.586876808176842,-0.283452681642691
57,9,2010,-0.000930790934851933,-0.432662439693752,-0.019818999112247,0.357682970437606,-0.450587738315098
58,10,2010,0.209391062508483,-0.319240445511811,-0.0431610978094773,1.1524885373424,-0.305771999402789
59,11,2010,0.031684247319836,-0.422498482916836,-0.232558494771939,1.09076337826644,-0.279532996301464
60,12,2010,-0.26352999049163,-0.606511199551597,-0.482963156521313,0.615106846713121,0.715415822694528
61,1,2011,2.19835855783664,0.978239264922244,1.40010862620648,-0.154162713498361,1.8844343837571
62,2,2011,2.23874167867631,1.17015392412842,0.541334217152639,-0.256197911142813,0.108677273706151
63,3,2011,0.24871331138304,0.407413250795309,0.392232302060212,-0.0599682141177026,-0.0722837632489184
64,4,2011,0.183402855334729,0.085486326805237,0.171055437759797,0.112040507736231,-0.0336721119843374
65,5,2011,0.243171131186075,0.317688458566856,0.132407293971215,0.0712597937686907,0.301302703561339
66,6,2011,-0.131679278693044,-0.169364828329131,-0.0356066680601737,-0.079408977799206,0.111983558459601
67,7,2011,-0.134280492702623,-0.3395073809832,-0.107373086588167,-0.476380893640222,0.258555295235891
68,8,2011,-0.184255735479069,-0.528327158239336,0.0290197080823114,-0.181508471427616,0.324658335883529
